codepoint;char;quotableStartChar;quotableChar
33095;腇;0;0
33096;腈;0;0
33097;腉;0;0
33098;腊;0;0
33099;腋;0;0
33100;腌;0;0
33101;腍;0;0
33102;腎;0;0
33103;腏;0;0
33104;腐;0;0
33105;腑;0;0
33106;腒;0;0
33107;腓;0;0
33108;腔;0;0
33109;腕;0;0
33110;腖;0;0
33111;腗;0;0
33112;腘;0;0
33113;腙;0;0
33114;腚;0;0
33115;腛;0;0
33116;腜;0;0
33117;腝;0;0
33118;腞;0;0
33119;腟;0;0
33120;腠;0;0
33121;腡;0;0
33122;腢;0;0
33123;腣;0;0
33124;腤;0;0
33125;腥;0;0
33126;腦;0;0
33127;腧;0;0
33128;腨;0;0
33129;腩;0;0
33130;腪;0;0
33131;腫;0;0
33132;腬;0;0
33133;腭;0;0
33134;腮;0;0
33135;腯;0;0
33136;腰;0;0
33137;腱;0;0
33138;腲;0;0
33139;腳;0;0
33140;腴;0;0
33141;腵;0;0
33142;腶;0;0
33143;腷;0;0
33144;腸;0;0
33145;腹;0;0
33146;腺;0;0
33147;腻;0;0
33148;腼;0;0
33149;腽;0;0
33150;腾;0;0
33151;腿;0;0
33152;膀;0;0
33153;膁;0;0
33154;膂;0;0
33155;膃;0;0
33156;膄;0;0
33157;膅;0;0
33158;膆;0;0
33159;膇;0;0
33160;膈;0;0
33161;膉;0;0
33162;膊;0;0
33163;膋;0;0
33164;膌;0;0
33165;膍;0;0
33166;膎;0;0
33167;膏;0;0
33168;膐;0;0
33169;膑;0;0
33170;膒;0;0
33171;膓;0;0
33172;膔;0;0
33173;膕;0;0
33174;膖;0;0
33175;膗;0;0
33176;膘;0;0
33177;膙;0;0
33178;膚;0;0
33179;膛;0;0
33180;膜;0;0
33181;膝;0;0
33182;膞;0;0
33183;膟;0;0
33184;膠;0;0
33185;膡;0;0
33186;膢;0;0
33187;膣;0;0
33188;膤;0;0
33189;膥;0;0
33190;膦;0;0
33191;膧;0;0
33192;膨;0;0
33193;膩;0;0
33194;膪;0;0
33195;膫;0;0
33196;膬;0;0
33197;膭;0;0
33198;膮;0;0
33199;膯;0;0
33200;膰;0;0
33201;膱;0;0
33202;膲;0;0
33203;膳;0;0
33204;膴;0;0
33205;膵;0;0
33206;膶;0;0
33207;膷;0;0
33208;膸;0;0
33209;膹;0;0
33210;膺;0;0
33211;膻;0;0
33212;膼;0;0
33213;膽;0;0
33214;膾;0;0
33215;膿;0;0
33216;臀;0;0
33217;臁;0;0
33218;臂;0;0
33219;臃;0;0
33220;臄;0;0
33221;臅;0;0
33222;臆;0;0
33223;臇;0;0
33224;臈;0;0
33225;臉;0;0
33226;臊;0;0
33227;臋;0;0
33228;臌;0;0
33229;臍;0;0
33230;臎;0;0
33231;臏;0;0
33232;臐;0;0
33233;臑;0;0
33234;臒;0;0
33235;臓;0;0
33236;臔;0;0
33237;臕;0;0
33238;臖;0;0
33239;臗;0;0
33240;臘;0;0
33241;臙;0;0
33242;臚;0;0
33243;臛;0;0
33244;臜;0;0
33245;臝;0;0
33246;臞;0;0
33247;臟;0;0
33248;臠;0;0
33249;臡;0;0
33250;臢;0;0
33251;臣;0;0
33252;臤;0;0
33253;臥;0;0
33254;臦;0;0
33255;臧;0;0
33256;臨;0;0
33257;臩;0;0
33258;自;0;0
33259;臫;0;0
33260;臬;0;0
33261;臭;0;0
33262;臮;0;0
33263;臯;0;0
33264;臰;0;0
33265;臱;0;0
33266;臲;0;0
33267;至;0;0
33268;致;0;0
33269;臵;0;0
33270;臶;0;0
33271;臷;0;0
33272;臸;0;0
33273;臹;0;0
33274;臺;0;0
33275;臻;0;0
33276;臼;0;0
33277;臽;0;0
33278;臾;0;0
33279;臿;0;0
33280;舀;0;0
33281;舁;0;0
33282;舂;0;0
33283;舃;0;0
33284;舄;0;0
33285;舅;0;0
33286;舆;0;0
33287;與;0;0
33288;興;0;0
33289;舉;0;0
33290;舊;0;0
33291;舋;0;0
33292;舌;0;0
33293;舍;0;0
33294;舎;0;0
33295;舏;0;0
33296;舐;0;0
33297;舑;0;0
33298;舒;0;0
33299;舓;0;0
33300;舔;0;0
33301;舕;0;0
33302;舖;0;0
33303;舗;0;0
33304;舘;0;0
33305;舙;0;0
33306;舚;0;0
33307;舛;0;0
33308;舜;0;0
33309;舝;0;0
33310;舞;0;0
33311;舟;0;0
33312;舠;0;0
33313;舡;0;0
33314;舢;0;0
33315;舣;0;0
33316;舤;0;0
33317;舥;0;0
33318;舦;0;0
33319;舧;0;0
33320;舨;0;0
33321;舩;0;0
33322;航;0;0
33323;舫;0;0
33324;般;0;0
33325;舭;0;0
33326;舮;0;0
33327;舯;0;0
33328;舰;0;0
33329;舱;0;0
33330;舲;0;0
33331;舳;0;0
33332;舴;0;0
33333;舵;0;0
33334;舶;0;0
33335;舷;0;0
33336;舸;0;0
33337;船;0;0
33338;舺;0;0
33339;舻;0;0
33340;舼;0;0
33341;舽;0;0
33342;舾;0;0
33343;舿;0;0
33344;艀;0;0
33345;艁;0;0
33346;艂;0;0
33347;艃;0;0
33348;艄;0;0
33349;艅;0;0
33350;艆;0;0
33351;艇;0;0
33352;艈;0;0
33353;艉;0;0
33354;艊;0;0
33355;艋;0;0
33356;艌;0;0
33357;艍;0;0
33358;艎;0;0
33359;艏;0;0
33360;艐;0;0
33361;艑;0;0
33362;艒;0;0
33363;艓;0;0
33364;艔;0;0
33365;艕;0;0
33366;艖;0;0
33367;艗;0;0
33368;艘;0;0
33369;艙;0;0
33370;艚;0;0
33371;艛;0;0
33372;艜;0;0
33373;艝;0;0
33374;艞;0;0
33375;艟;0;0
33376;艠;0;0
33377;艡;0;0
33378;艢;0;0
33379;艣;0;0
33380;艤;0;0
33381;艥;0;0
33382;艦;0;0
33383;艧;0;0
33384;艨;0;0
33385;艩;0;0
33386;艪;0;0
33387;艫;0;0
33388;艬;0;0
33389;艭;0;0
33390;艮;0;0
33391;良;0;0
33392;艰;0;0
33393;艱;0;0
33394;色;0;0
33395;艳;0;0
33396;艴;0;0
33397;艵;0;0
33398;艶;0;0
33399;艷;0;0
33400;艸;0;0
33401;艹;0;0
33402;艺;0;0
33403;艻;0;0
33404;艼;0;0
33405;艽;0;0
33406;艾;0;0
33407;艿;0;0
33408;芀;0;0
33409;芁;0;0
33410;节;0;0
33411;芃;0;0
33412;芄;0;0
33413;芅;0;0
33414;芆;0;0
33415;芇;0;0
33416;芈;0;0
33417;芉;0;0
33418;芊;0;0
33419;芋;0;0
33420;芌;0;0
33421;芍;0;0
33422;芎;0;0
33423;芏;0;0
33424;芐;0;0
33425;芑;0;0
33426;芒;0;0
33427;芓;0;0
33428;芔;0;0
33429;芕;0;0
33430;芖;0;0
33431;芗;0;0
33432;芘;0;0
33433;芙;0;0
33434;芚;0;0
33435;芛;0;0
33436;芜;0;0
33437;芝;0;0
33438;芞;0;0
33439;芟;0;0
33440;芠;0;0
33441;芡;0;0
33442;芢;0;0
33443;芣;0;0
33444;芤;0;0
33445;芥;0;0
33446;芦;0;0
33447;芧;0;0
33448;芨;0;0
33449;芩;0;0
33450;芪;0;0
33451;芫;0;0
33452;芬;0;0
33453;芭;0;0
33454;芮;0;0
33455;芯;0;0
33456;芰;0;0
33457;花;0;0
33458;芲;0;0
33459;芳;0;0
33460;芴;0;0
33461;芵;0;0
33462;芶;0;0
33463;芷;0;0
33464;芸;0;0
33465;芹;0;0
33466;芺;0;0
33467;芻;0;0
33468;芼;0;0
33469;芽;0;0
33470;芾;0;0
33471;芿;0;0
33472;苀;0;0
33473;苁;0;0
33474;苂;0;0
33475;苃;0;0
33476;苄;0;0
33477;苅;0;0
33478;苆;0;0
33479;苇;0;0
33480;苈;0;0
33481;苉;0;0
33482;苊;0;0
33483;苋;0;0
33484;苌;0;0
33485;苍;0;0
33486;苎;0;0
33487;苏;0;0
33488;苐;0;0
33489;苑;0;0
33490;苒;0;0
33491;苓;0;0
33492;苔;0;0
33493;苕;0;0
33494;苖;0;0
33495;苗;0;0
33496;苘;0;0
33497;苙;0;0
33498;苚;0;0
33499;苛;0;0
33500;苜;0;0
33501;苝;0;0
33502;苞;0;0
33503;苟;0;0
33504;苠;0;0
33505;苡;0;0
33506;苢;0;0
33507;苣;0;0
33508;苤;0;0
33509;若;0;0
33510;苦;0;0
33511;苧;0;0
33512;苨;0;0
33513;苩;0;0
33514;苪;0;0
33515;苫;0;0
33516;苬;0;0
33517;苭;0;0
33518;苮;0;0
33519;苯;0;0
33520;苰;0;0
33521;英;0;0
33522;苲;0;0
33523;苳;0;0
33524;苴;0;0
33525;苵;0;0
33526;苶;0;0
33527;苷;0;0
33528;苸;0;0
33529;苹;0;0
33530;苺;0;0
33531;苻;0;0
33532;苼;0;0
33533;苽;0;0
33534;苾;0;0
33535;苿;0;0
33536;茀;0;0
33537;茁;0;0
33538;茂;0;0
33539;范;0;0
33540;茄;0;0
33541;茅;0;0
33542;茆;0;0
33543;茇;0;0
33544;茈;0;0
33545;茉;0;0
33546;茊;0;0
33547;茋;0;0
33548;茌;0;0
33549;茍;0;0
33550;茎;0;0
33551;茏;0;0
33552;茐;0;0
33553;茑;0;0
33554;茒;0;0
33555;茓;0;0
33556;茔;0;0
33557;茕;0;0
33558;茖;0;0
33559;茗;0;0
33560;茘;0;0
33561;茙;0;0
33562;茚;0;0
33563;茛;0;0
33564;茜;0;0
33565;茝;0;0
33566;茞;0;0
33567;茟;0;0
33568;茠;0;0
33569;茡;0;0
33570;茢;0;0
33571;茣;0;0
33572;茤;0;0
33573;茥;0;0
33574;茦;0;0
33575;茧;0;0
33576;茨;0;0
33577;茩;0;0
33578;茪;0;0
33579;茫;0;0
33580;茬;0;0
33581;茭;0;0
33582;茮;0;0
33583;茯;0;0
33584;茰;0;0
33585;茱;0;0
33586;茲;0;0
33587;茳;0;0
33588;茴;0;0
33589;茵;0;0
33590;茶;0;0
33591;茷;0;0
33592;茸;0;0
33593;茹;0;0
33594;茺;0;0
33595;茻;0;0
33596;茼;0;0
33597;茽;0;0
33598;茾;0;0
33599;茿;0;0
33600;荀;0;0
33601;荁;0;0
33602;荂;0;0
33603;荃;0;0
33604;荄;0;0
33605;荅;0;0
33606;荆;0;0
33607;荇;0;0
33608;荈;0;0
33609;草;0;0
33610;荊;0;0
33611;荋;0;0
33612;荌;0;0
33613;荍;0;0
33614;荎;0;0
33615;荏;0;0
33616;荐;0;0
33617;荑;0;0
33618;荒;0;0
33619;荓;0;0
33620;荔;0;0
33621;荕;0;0
33622;荖;0;0
33623;荗;0;0
33624;荘;0;0
33625;荙;0;0
33626;荚;0;0
33627;荛;0;0
33628;荜;0;0
33629;荝;0;0
33630;荞;0;0
33631;荟;0;0
33632;荠;0;0
33633;荡;0;0
33634;荢;0;0
33635;荣;0;0
33636;荤;0;0
33637;荥;0;0
33638;荦;0;0
33639;荧;0;0
33640;荨;0;0
33641;荩;0;0
33642;荪;0;0
33643;荫;0;0
33644;荬;0;0
33645;荭;0;0
33646;荮;0;0
33647;药;0;0
33648;荰;0;0
33649;荱;0;0
33650;荲;0;0
33651;荳;0;0
33652;荴;0;0
33653;荵;0;0
33654;荶;0;0
33655;荷;0;0
33656;荸;0;0
33657;荹;0;0
33658;荺;0;0
33659;荻;0;0
33660;荼;0;0
33661;荽;0;0
33662;荾;0;0
33663;荿;0;0
33664;莀;0;0
33665;莁;0;0
33666;莂;0;0
33667;莃;0;0
33668;莄;0;0
33669;莅;0;0
33670;莆;0;0
33671;莇;0;0
33672;莈;0;0
33673;莉;0;0
33674;莊;0;0
33675;莋;0;0
33676;莌;0;0
33677;莍;0;0
33678;莎;0;0
33679;莏;0;0
33680;莐;0;0
33681;莑;0;0
33682;莒;0;0
33683;莓;0;0
33684;莔;0;0
33685;莕;0;0
33686;莖;0;0
33687;莗;0;0
33688;莘;0;0
33689;莙;0;0
33690;莚;0;0
33691;莛;0;0
33692;莜;0;0
33693;莝;0;0
33694;莞;0;0
33695;莟;0;0
33696;莠;0;0
33697;莡;0;0
33698;莢;0;0
33699;莣;0;0
33700;莤;0;0
33701;莥;0;0
33702;莦;0;0
33703;莧;0;0
33704;莨;0;0
33705;莩;0;0
33706;莪;0;0
33707;莫;0;0
33708;莬;0;0
33709;莭;0;0
33710;莮;0;0
33711;莯;0;0
33712;莰;0;0
33713;莱;0;0
33714;莲;0;0
33715;莳;0;0
33716;莴;0;0
33717;莵;0;0
33718;莶;0;0
33719;获;0;0
33720;莸;0;0
33721;莹;0;0
33722;莺;0;0
33723;莻;0;0
33724;莼;0;0
33725;莽;0;0
33726;莾;0;0
33727;莿;0;0
33728;菀;0;0
33729;菁;0;0
33730;菂;0;0
33731;菃;0;0
33732;菄;0;0
33733;菅;0;0
33734;菆;0;0
33735;菇;0;0
33736;菈;0;0
33737;菉;0;0
33738;菊;0;0
33739;菋;0;0
33740;菌;0;0
33741;菍;0;0
33742;菎;0;0
33743;菏;0;0
33744;菐;0;0
33745;菑;0;0
33746;菒;0;0
33747;菓;0;0
33748;菔;0;0
33749;菕;0;0
33750;菖;0;0
33751;菗;0;0
33752;菘;0;0
33753;菙;0;0
33754;菚;0;0
33755;菛;0;0
33756;菜;0;0
33757;菝;0;0
33758;菞;0;0
33759;菟;0;0
33760;菠;0;0
33761;菡;0;0
33762;菢;0;0
33763;菣;0;0
33764;菤;0;0
33765;菥;0;0
33766;菦;0;0
33767;菧;0;0
33768;菨;0;0
33769;菩;0;0
33770;菪;0;0
33771;菫;0;0
33772;菬;0;0
33773;菭;0;0
33774;菮;0;0
33775;華;0;0
33776;菰;0;0
33777;菱;0;0
33778;菲;0;0
33779;菳;0;0
33780;菴;0;0
33781;菵;0;0
33782;菶;0;0
33783;菷;0;0
33784;菸;0;0
33785;菹;0;0
33786;菺;0;0
33787;菻;0;0
33788;菼;0;0
33789;菽;0;0
33790;菾;0;0
33791;菿;0;0
33792;萀;0;0
33793;萁;0;0
33794;萂;0;0
33795;萃;0;0
33796;萄;0;0
33797;萅;0;0
33798;萆;0;0
33799;萇;0;0
33800;萈;0;0
33801;萉;0;0
33802;萊;0;0
33803;萋;0;0
33804;萌;0;0
33805;萍;0;0
33806;萎;0;0
33807;萏;0;0
33808;萐;0;0
33809;萑;0;0
33810;萒;0;0
33811;萓;0;0
33812;萔;0;0
33813;萕;0;0
33814;萖;0;0
33815;萗;0;0
33816;萘;0;0
33817;萙;0;0
33818;萚;0;0
33819;萛;0;0
33820;萜;0;0
33821;萝;0;0
33822;萞;0;0
33823;萟;0;0
33824;萠;0;0
33825;萡;0;0
33826;萢;0;0
33827;萣;0;0
33828;萤;0;0
33829;营;0;0
33830;萦;0;0
33831;萧;0;0
33832;萨;0;0
33833;萩;0;0
33834;萪;0;0
33835;萫;0;0
33836;萬;0;0
33837;萭;0;0
33838;萮;0;0
33839;萯;0;0
33840;萰;0;0
33841;萱;0;0
33842;萲;0;0
33843;萳;0;0
33844;萴;0;0
33845;萵;0;0
33846;萶;0;0
33847;萷;0;0
33848;萸;0;0
33849;萹;0;0
33850;萺;0;0
33851;萻;0;0
33852;萼;0;0
33853;落;0;0
33854;萾;0;0
33855;萿;0;0
33856;葀;0;0
33857;葁;0;0
33858;葂;0;0
33859;葃;0;0
33860;葄;0;0
33861;葅;0;0
33862;葆;0;0
33863;葇;0;0
33864;葈;0;0
33865;葉;0;0
33866;葊;0;0
33867;葋;0;0
33868;葌;0;0
33869;葍;0;0
33870;葎;0;0
33871;葏;0;0
33872;葐;0;0
33873;葑;0;0
33874;葒;0;0
33875;葓;0;0
33876;葔;0;0
33877;葕;0;0
33878;葖;0;0
33879;著;0;0
33880;葘;0;0
33881;葙;0;0
33882;葚;0;0
33883;葛;0;0
33884;葜;0;0
33885;葝;0;0
33886;葞;0;0
33887;葟;0;0
33888;葠;0;0
33889;葡;0;0
33890;葢;0;0
33891;董;0;0
33892;葤;0;0
33893;葥;0;0
33894;葦;0;0
33895;葧;0;0
33896;葨;0;0
33897;葩;0;0
33898;葪;0;0
33899;葫;0;0
33900;葬;0;0
33901;葭;0;0
33902;葮;0;0
33903;葯;0;0
33904;葰;0;0
33905;葱;0;0
33906;葲;0;0
33907;葳;0;0
33908;葴;0;0
33909;葵;0;0
33910;葶;0;0
33911;葷;0;0
33912;葸;0;0
33913;葹;0;0
33914;葺;0;0
33915;葻;0;0
33916;葼;0;0
33917;葽;0;0
33918;葾;0;0
33919;葿;0;0
33920;蒀;0;0
33921;蒁;0;0
33922;蒂;0;0
33923;蒃;0;0
33924;蒄;0;0
33925;蒅;0;0
33926;蒆;0;0
33927;蒇;0;0
33928;蒈;0;0
33929;蒉;0;0
33930;蒊;0;0
33931;蒋;0;0
33932;蒌;0;0
33933;蒍;0;0
33934;蒎;0;0
33935;蒏;0;0
33936;蒐;0;0
33937;蒑;0;0
33938;蒒;0;0
33939;蒓;0;0
33940;蒔;0;0
33941;蒕;0;0
33942;蒖;0;0
33943;蒗;0;0
33944;蒘;0;0
33945;蒙;0;0
33946;蒚;0;0
33947;蒛;0;0
33948;蒜;0;0
33949;蒝;0;0
33950;蒞;0;0
33951;蒟;0;0
33952;蒠;0;0
33953;蒡;0;0
33954;蒢;0;0
33955;蒣;0;0
33956;蒤;0;0
33957;蒥;0;0
33958;蒦;0;0
33959;蒧;0;0
33960;蒨;0;0
33961;蒩;0;0
33962;蒪;0;0
33963;蒫;0;0
33964;蒬;0;0
33965;蒭;0;0
33966;蒮;0;0
33967;蒯;0;0
33968;蒰;0;0
33969;蒱;0;0
33970;蒲;0;0
33971;蒳;0;0
33972;蒴;0;0
33973;蒵;0;0
33974;蒶;0;0
33975;蒷;0;0
33976;蒸;0;0
33977;蒹;0;0
33978;蒺;0;0
33979;蒻;0;0
33980;蒼;0;0
33981;蒽;0;0
33982;蒾;0;0
33983;蒿;0;0
33984;蓀;0;0
33985;蓁;0;0
33986;蓂;0;0
33987;蓃;0;0
33988;蓄;0;0
33989;蓅;0;0
33990;蓆;0;0
33991;蓇;0;0
33992;蓈;0;0
33993;蓉;0;0
33994;蓊;0;0
33995;蓋;0;0
33996;蓌;0;0
33997;蓍;0;0
33998;蓎;0;0
33999;蓏;0;0
34000;蓐;0;0
34001;蓑;0;0
34002;蓒;0;0
34003;蓓;0;0
34004;蓔;0;0
34005;蓕;0;0
34006;蓖;0;0
34007;蓗;0;0
34008;蓘;0;0
34009;蓙;0;0
34010;蓚;0;0
34011;蓛;0;0
34012;蓜;0;0
34013;蓝;0;0
34014;蓞;0;0
34015;蓟;0;0
34016;蓠;0;0
34017;蓡;0;0
34018;蓢;0;0
34019;蓣;0;0
34020;蓤;0;0
34021;蓥;0;0
34022;蓦;0;0
34023;蓧;0;0
34024;蓨;0;0
34025;蓩;0;0
34026;蓪;0;0
34027;蓫;0;0
34028;蓬;0;0
34029;蓭;0;0
34030;蓮;0;0
34031;蓯;0;0
34032;蓰;0;0
34033;蓱;0;0
34034;蓲;0;0
34035;蓳;0;0
34036;蓴;0;0
34037;蓵;0;0
34038;蓶;0;0
34039;蓷;0;0
34040;蓸;0;0
34041;蓹;0;0
34042;蓺;0;0
34043;蓻;0;0
34044;蓼;0;0
34045;蓽;0;0
34046;蓾;0;0
34047;蓿;0;0
34048;蔀;0;0
34049;蔁;0;0
34050;蔂;0;0
34051;蔃;0;0
34052;蔄;0;0
34053;蔅;0;0
34054;蔆;0;0
34055;蔇;0;0
34056;蔈;0;0
34057;蔉;0;0
34058;蔊;0;0
34059;蔋;0;0
34060;蔌;0;0
34061;蔍;0;0
34062;蔎;0;0
34063;蔏;0;0
34064;蔐;0;0
34065;蔑;0;0
34066;蔒;0;0
34067;蔓;0;0
34068;蔔;0;0
34069;蔕;0;0
34070;蔖;0;0
34071;蔗;0;0
34072;蔘;0;0
34073;蔙;0;0
34074;蔚;0;0
34075;蔛;0;0
34076;蔜;0;0
34077;蔝;0;0
34078;蔞;0;0
34079;蔟;0;0
34080;蔠;0;0
34081;蔡;0;0
34082;蔢;0;0
34083;蔣;0;0
34084;蔤;0;0
34085;蔥;0;0
34086;蔦;0;0
34087;蔧;0;0
34088;蔨;0;0
34089;蔩;0;0
34090;蔪;0;0
34091;蔫;0;0
34092;蔬;0;0
34093;蔭;0;0
34094;蔮;0;0
34095;蔯;0;0
34096;蔰;0;0
34097;蔱;0;0
34098;蔲;0;0
34099;蔳;0;0
34100;蔴;0;0
34101;蔵;0;0
34102;蔶;0;0
34103;蔷;0;0
34104;蔸;0;0
34105;蔹;0;0
34106;蔺;0;0
34107;蔻;0;0
34108;蔼;0;0
34109;蔽;0;0
34110;蔾;0;0
34111;蔿;0;0
34112;蕀;0;0
34113;蕁;0;0
34114;蕂;0;0
34115;蕃;0;0
34116;蕄;0;0
34117;蕅;0;0
34118;蕆;0;0
34119;蕇;0;0
34120;蕈;0;0
34121;蕉;0;0
34122;蕊;0;0
34123;蕋;0;0
34124;蕌;0;0
34125;蕍;0;0
34126;蕎;0;0
34127;蕏;0;0
34128;蕐;0;0
34129;蕑;0;0
34130;蕒;0;0
34131;蕓;0;0
34132;蕔;0;0
34133;蕕;0;0
34134;蕖;0;0
34135;蕗;0;0
34136;蕘;0;0
34137;蕙;0;0
34138;蕚;0;0
34139;蕛;0;0
34140;蕜;0;0
34141;蕝;0;0
34142;蕞;0;0
34143;蕟;0;0
34144;蕠;0;0
34145;蕡;0;0
34146;蕢;0;0
34147;蕣;0;0
34148;蕤;0;0
34149;蕥;0;0
34150;蕦;0;0
34151;蕧;0;0
34152;蕨;0;0
34153;蕩;0;0
34154;蕪;0;0
34155;蕫;0;0
34156;蕬;0;0
34157;蕭;0;0
34158;蕮;0;0
34159;蕯;0;0
34160;蕰;0;0
34161;蕱;0;0
34162;蕲;0;0
34163;蕳;0;0
34164;蕴;0;0
34165;蕵;0;0
34166;蕶;0;0
34167;蕷;0;0
34168;蕸;0;0
34169;蕹;0;0
34170;蕺;0;0
34171;蕻;0;0
34172;蕼;0;0
34173;蕽;0;0
34174;蕾;0;0
34175;蕿;0;0
34176;薀;0;0
34177;薁;0;0
34178;薂;0;0
34179;薃;0;0
34180;薄;0;0
34181;薅;0;0
34182;薆;0;0
34183;薇;0;0
34184;薈;0;0
34185;薉;0;0
34186;薊;0;0
34187;薋;0;0
34188;薌;0;0
34189;薍;0;0
34190;薎;0;0
34191;薏;0;0
34192;薐;0;0
34193;薑;0;0
34194;薒;0;0
34195;薓;0;0
34196;薔;0;0
34197;薕;0;0
34198;薖;0;0
34199;薗;0;0
34200;薘;0;0
34201;薙;0;0
34202;薚;0;0
34203;薛;0;0
34204;薜;0;0
34205;薝;0;0
34206;薞;0;0
34207;薟;0;0
34208;薠;0;0
34209;薡;0;0
34210;薢;0;0
34211;薣;0;0
34212;薤;0;0
34213;薥;0;0
34214;薦;0;0
34215;薧;0;0
34216;薨;0;0
34217;薩;0;0
34218;薪;0;0
34219;薫;0;0
34220;薬;0;0
34221;薭;0;0
34222;薮;0;0
34223;薯;0;0
34224;薰;0;0
34225;薱;0;0
34226;薲;0;0
34227;薳;0;0
34228;薴;0;0
34229;薵;0;0
34230;薶;0;0
34231;薷;0;0
34232;薸;0;0
34233;薹;0;0
34234;薺;0;0
34235;薻;0;0
34236;薼;0;0
34237;薽;0;0
34238;薾;0;0
34239;薿;0;0
34240;藀;0;0
34241;藁;0;0
34242;藂;0;0
34243;藃;0;0
34244;藄;0;0
34245;藅;0;0
34246;藆;0;0
34247;藇;0;0
34248;藈;0;0
34249;藉;0;0
34250;藊;0;0
34251;藋;0;0
34252;藌;0;0
34253;藍;0;0
34254;藎;0;0
34255;藏;0;0
34256;藐;0;0
34257;藑;0;0
34258;藒;0;0
34259;藓;0;0
34260;藔;0;0
34261;藕;0;0
34262;藖;0;0
34263;藗;0;0
34264;藘;0;0
34265;藙;0;0
34266;藚;0;0
34267;藛;0;0
34268;藜;0;0
34269;藝;0;0
34270;藞;0;0
34271;藟;0;0
34272;藠;0;0
34273;藡;0;0
34274;藢;0;0
34275;藣;0;0
34276;藤;0;0
34277;藥;0;0
34278;藦;0;0
34279;藧;0;0
34280;藨;0;0
34281;藩;0;0
34282;藪;0;0
34283;藫;0;0
34284;藬;0;0
34285;藭;0;0
34286;藮;0;0
34287;藯;0;0
34288;藰;0;0
34289;藱;0;0
34290;藲;0;0
34291;藳;0;0
34292;藴;0;0
34293;藵;0;0
34294;藶;0;0
34295;藷;0;0
34296;藸;0;0
34297;藹;0;0
34298;藺;0;0
34299;藻;0;0
34300;藼;0;0
34301;藽;0;0
34302;藾;0;0
34303;藿;0;0
34304;蘀;0;0
34305;蘁;0;0
34306;蘂;0;0
34307;蘃;0;0
34308;蘄;0;0
34309;蘅;0;0
34310;蘆;0;0
34311;蘇;0;0
34312;蘈;0;0
34313;蘉;0;0
34314;蘊;0;0
34315;蘋;0;0
34316;蘌;0;0
34317;蘍;0;0
34318;蘎;0;0
34319;蘏;0;0
34320;蘐;0;0
34321;蘑;0;0
34322;蘒;0;0
34323;蘓;0;0
34324;蘔;0;0
34325;蘕;0;0
34326;蘖;0;0
34327;蘗;0;0
34328;蘘;0;0
34329;蘙;0;0
34330;蘚;0;0
34331;蘛;0;0
34332;蘜;0;0
34333;蘝;0;0
34334;蘞;0;0
34335;蘟;0;0
34336;蘠;0;0
34337;蘡;0;0
34338;蘢;0;0
34339;蘣;0;0
34340;蘤;0;0
34341;蘥;0;0
34342;蘦;0;0
34343;蘧;0;0
34344;蘨;0;0
34345;蘩;0;0
34346;蘪;0;0
34347;蘫;0;0
34348;蘬;0;0
34349;蘭;0;0
34350;蘮;0;0
34351;蘯;0;0
34352;蘰;0;0
34353;蘱;0;0
34354;蘲;0;0
34355;蘳;0;0
34356;蘴;0;0
34357;蘵;0;0
34358;蘶;0;0
34359;蘷;0;0
34360;蘸;0;0
34361;蘹;0;0
34362;蘺;0;0
34363;蘻;0;0
34364;蘼;0;0
34365;蘽;0;0
34366;蘾;0;0
34367;蘿;0;0
34368;虀;0;0
34369;虁;0;0
34370;虂;0;0
34371;虃;0;0
34372;虄;0;0
34373;虅;0;0
34374;虆;0;0
34375;虇;0;0
34376;虈;0;0
34377;虉;0;0
34378;虊;0;0
34379;虋;0;0
34380;虌;0;0
34381;虍;0;0
34382;虎;0;0
34383;虏;0;0
34384;虐;0;0
34385;虑;0;0
34386;虒;0;0
34387;虓;0;0
34388;虔;0;0
34389;處;0;0
34390;虖;0;0
34391;虗;0;0
34392;虘;0;0
34393;虙;0;0
34394;虚;0;0
34395;虛;0;0
34396;虜;0;0
34397;虝;0;0
34398;虞;0;0
34399;號;0;0
34400;虠;0;0
34401;虡;0;0
34402;虢;0;0
34403;虣;0;0
34404;虤;0;0
34405;虥;0;0
34406;虦;0;0
34407;虧;0;0
34408;虨;0;0
34409;虩;0;0
34410;虪;0;0
34411;虫;0;0
34412;虬;0;0
34413;虭;0;0
34414;虮;0;0
34415;虯;0;0
34416;虰;0;0
34417;虱;0;0
34418;虲;0;0
34419;虳;0;0
34420;虴;0;0
34421;虵;0;0
34422;虶;0;0
34423;虷;0;0
34424;虸;0;0
34425;虹;0;0
34426;虺;0;0
34427;虻;0;0
34428;虼;0;0
34429;虽;0;0
34430;虾;0;0
34431;虿;0;0
34432;蚀;0;0
34433;蚁;0;0
34434;蚂;0;0
34435;蚃;0;0
34436;蚄;0;0
34437;蚅;0;0
34438;蚆;0;0
34439;蚇;0;0
34440;蚈;0;0
34441;蚉;0;0
34442;蚊;0;0
34443;蚋;0;0
34444;蚌;0;0
34445;蚍;0;0
34446;蚎;0;0
34447;蚏;0;0
34448;蚐;0;0
34449;蚑;0;0
34450;蚒;0;0
34451;蚓;0;0
34452;蚔;0;0
34453;蚕;0;0
34454;蚖;0;0
34455;蚗;0;0
34456;蚘;0;0
34457;蚙;0;0
34458;蚚;0;0
34459;蚛;0;0
