codepoint;char;nameStartChar;nameChar
28291;溃;1;1
28292;溄;1;1
28293;溅;1;1
28294;溆;1;1
28295;溇;1;1
28296;溈;1;1
28297;溉;1;1
28298;溊;1;1
28299;溋;1;1
28300;溌;1;1
28301;溍;1;1
28302;溎;1;1
28303;溏;1;1
28304;源;1;1
28305;溑;1;1
28306;溒;1;1
28307;溓;1;1
28308;溔;1;1
28309;溕;1;1
28310;準;1;1
28311;溗;1;1
28312;溘;1;1
28313;溙;1;1
28314;溚;1;1
28315;溛;1;1
28316;溜;1;1
28317;溝;1;1
28318;溞;1;1
28319;溟;1;1
28320;溠;1;1
28321;溡;1;1
28322;溢;1;1
28323;溣;1;1
28324;溤;1;1
28325;溥;1;1
28326;溦;1;1
28327;溧;1;1
28328;溨;1;1
28329;溩;1;1
28330;溪;1;1
28331;溫;1;1
28332;溬;1;1
28333;溭;1;1
28334;溮;1;1
28335;溯;1;1
28336;溰;1;1
28337;溱;1;1
28338;溲;1;1
28339;溳;1;1
28340;溴;1;1
28341;溵;1;1
28342;溶;1;1
28343;溷;1;1
28344;溸;1;1
28345;溹;1;1
28346;溺;1;1
28347;溻;1;1
28348;溼;1;1
28349;溽;1;1
28350;溾;1;1
28351;溿;1;1
28352;滀;1;1
28353;滁;1;1
28354;滂;1;1
28355;滃;1;1
28356;滄;1;1
28357;滅;1;1
28358;滆;1;1
28359;滇;1;1
28360;滈;1;1
28361;滉;1;1
28362;滊;1;1
28363;滋;1;1
28364;滌;1;1
28365;滍;1;1
28366;滎;1;1
28367;滏;1;1
28368;滐;1;1
28369;滑;1;1
28370;滒;1;1
28371;滓;1;1
28372;滔;1;1
28373;滕;1;1
28374;滖;1;1
28375;滗;1;1
28376;滘;1;1
28377;滙;1;1
28378;滚;1;1
28379;滛;1;1
28380;滜;1;1
28381;滝;1;1
28382;滞;1;1
28383;滟;1;1
28384;滠;1;1
28385;满;1;1
28386;滢;1;1
28387;滣;1;1
28388;滤;1;1
28389;滥;1;1
28390;滦;1;1
28391;滧;1;1
28392;滨;1;1
28393;滩;1;1
28394;滪;1;1
28395;滫;1;1
28396;滬;1;1
28397;滭;1;1
28398;滮;1;1
28399;滯;1;1
28400;滰;1;1
28401;滱;1;1
28402;滲;1;1
28403;滳;1;1
28404;滴;1;1
28405;滵;1;1
28406;滶;1;1
28407;滷;1;1
28408;滸;1;1
28409;滹;1;1
28410;滺;1;1
28411;滻;1;1
28412;滼;1;1
28413;滽;1;1
28414;滾;1;1
28415;滿;1;1
28416;漀;1;1
28417;漁;1;1
28418;漂;1;1
28419;漃;1;1
28420;漄;1;1
28421;漅;1;1
28422;漆;1;1
28423;漇;1;1
28424;漈;1;1
28425;漉;1;1
28426;漊;1;1
28427;漋;1;1
28428;漌;1;1
28429;漍;1;1
28430;漎;1;1
28431;漏;1;1
28432;漐;1;1
28433;漑;1;1
28434;漒;1;1
28435;漓;1;1
28436;演;1;1
28437;漕;1;1
28438;漖;1;1
28439;漗;1;1
28440;漘;1;1
28441;漙;1;1
28442;漚;1;1
28443;漛;1;1
28444;漜;1;1
28445;漝;1;1
28446;漞;1;1
28447;漟;1;1
28448;漠;1;1
28449;漡;1;1
28450;漢;1;1
28451;漣;1;1
28452;漤;1;1
28453;漥;1;1
28454;漦;1;1
28455;漧;1;1
28456;漨;1;1
28457;漩;1;1
28458;漪;1;1
28459;漫;1;1
28460;漬;1;1
28461;漭;1;1
28462;漮;1;1
28463;漯;1;1
28464;漰;1;1
28465;漱;1;1
28466;漲;1;1
28467;漳;1;1
28468;漴;1;1
28469;漵;1;1
28470;漶;1;1
28471;漷;1;1
28472;漸;1;1
28473;漹;1;1
28474;漺;1;1
28475;漻;1;1
28476;漼;1;1
28477;漽;1;1
28478;漾;1;1
28479;漿;1;1
28480;潀;1;1
28481;潁;1;1
28482;潂;1;1
28483;潃;1;1
28484;潄;1;1
28485;潅;1;1
28486;潆;1;1
28487;潇;1;1
28488;潈;1;1
28489;潉;1;1
28490;潊;1;1
28491;潋;1;1
28492;潌;1;1
28493;潍;1;1
28494;潎;1;1
28495;潏;1;1
28496;潐;1;1
28497;潑;1;1
28498;潒;1;1
28499;潓;1;1
28500;潔;1;1
28501;潕;1;1
28502;潖;1;1
28503;潗;1;1
28504;潘;1;1
28505;潙;1;1
28506;潚;1;1
28507;潛;1;1
28508;潜;1;1
28509;潝;1;1
28510;潞;1;1
28511;潟;1;1
28512;潠;1;1
28513;潡;1;1
28514;潢;1;1
28515;潣;1;1
28516;潤;1;1
28517;潥;1;1
28518;潦;1;1
28519;潧;1;1
28520;潨;1;1
28521;潩;1;1
28522;潪;1;1
28523;潫;1;1
28524;潬;1;1
28525;潭;1;1
28526;潮;1;1
28527;潯;1;1
28528;潰;1;1
28529;潱;1;1
28530;潲;1;1
28531;潳;1;1
28532;潴;1;1
28533;潵;1;1
28534;潶;1;1
28535;潷;1;1
28536;潸;1;1
28537;潹;1;1
28538;潺;1;1
28539;潻;1;1
28540;潼;1;1
28541;潽;1;1
28542;潾;1;1
28543;潿;1;1
28544;澀;1;1
28545;澁;1;1
28546;澂;1;1
28547;澃;1;1
28548;澄;1;1
28549;澅;1;1
28550;澆;1;1
28551;澇;1;1
28552;澈;1;1
28553;澉;1;1
28554;澊;1;1
28555;澋;1;1
28556;澌;1;1
28557;澍;1;1
28558;澎;1;1
28559;澏;1;1
28560;澐;1;1
28561;澑;1;1
28562;澒;1;1
28563;澓;1;1
28564;澔;1;1
28565;澕;1;1
28566;澖;1;1
28567;澗;1;1
28568;澘;1;1
28569;澙;1;1
28570;澚;1;1
28571;澛;1;1
28572;澜;1;1
28573;澝;1;1
28574;澞;1;1
28575;澟;1;1
28576;澠;1;1
28577;澡;1;1
28578;澢;1;1
28579;澣;1;1
28580;澤;1;1
28581;澥;1;1
28582;澦;1;1
28583;澧;1;1
28584;澨;1;1
28585;澩;1;1
28586;澪;1;1
28587;澫;1;1
28588;澬;1;1
28589;澭;1;1
28590;澮;1;1
28591;澯;1;1
28592;澰;1;1
28593;澱;1;1
28594;澲;1;1
28595;澳;1;1
28596;澴;1;1
28597;澵;1;1
28598;澶;1;1
28599;澷;1;1
28600;澸;1;1
28601;澹;1;1
28602;澺;1;1
28603;澻;1;1
28604;澼;1;1
28605;澽;1;1
28606;澾;1;1
28607;澿;1;1
28608;激;1;1
28609;濁;1;1
28610;濂;1;1
28611;濃;1;1
28612;濄;1;1
28613;濅;1;1
28614;濆;1;1
28615;濇;1;1
28616;濈;1;1
28617;濉;1;1
28618;濊;1;1
28619;濋;1;1
28620;濌;1;1
28621;濍;1;1
28622;濎;1;1
28623;濏;1;1
28624;濐;1;1
28625;濑;1;1
28626;濒;1;1
28627;濓;1;1
28628;濔;1;1
28629;濕;1;1
28630;濖;1;1
28631;濗;1;1
28632;濘;1;1
28633;濙;1;1
28634;濚;1;1
28635;濛;1;1
28636;濜;1;1
28637;濝;1;1
28638;濞;1;1
28639;濟;1;1
28640;濠;1;1
28641;濡;1;1
28642;濢;1;1
28643;濣;1;1
28644;濤;1;1
28645;濥;1;1
28646;濦;1;1
28647;濧;1;1
28648;濨;1;1
28649;濩;1;1
28650;濪;1;1
28651;濫;1;1
28652;濬;1;1
28653;濭;1;1
28654;濮;1;1
28655;濯;1;1
28656;濰;1;1
28657;濱;1;1
28658;濲;1;1
28659;濳;1;1
28660;濴;1;1
28661;濵;1;1
28662;濶;1;1
28663;濷;1;1
28664;濸;1;1
28665;濹;1;1
28666;濺;1;1
28667;濻;1;1
28668;濼;1;1
28669;濽;1;1
28670;濾;1;1
28671;濿;1;1
28672;瀀;1;1
28673;瀁;1;1
28674;瀂;1;1
28675;瀃;1;1
28676;瀄;1;1
28677;瀅;1;1
28678;瀆;1;1
28679;瀇;1;1
28680;瀈;1;1
28681;瀉;1;1
28682;瀊;1;1
28683;瀋;1;1
28684;瀌;1;1
28685;瀍;1;1
28686;瀎;1;1
28687;瀏;1;1
28688;瀐;1;1
28689;瀑;1;1
28690;瀒;1;1
28691;瀓;1;1
28692;瀔;1;1
28693;瀕;1;1
28694;瀖;1;1
28695;瀗;1;1
28696;瀘;1;1
28697;瀙;1;1
28698;瀚;1;1
28699;瀛;1;1
28700;瀜;1;1
28701;瀝;1;1
28702;瀞;1;1
28703;瀟;1;1
28704;瀠;1;1
28705;瀡;1;1
28706;瀢;1;1
28707;瀣;1;1
28708;瀤;1;1
28709;瀥;1;1
28710;瀦;1;1
28711;瀧;1;1
28712;瀨;1;1
28713;瀩;1;1
28714;瀪;1;1
28715;瀫;1;1
28716;瀬;1;1
28717;瀭;1;1
28718;瀮;1;1
28719;瀯;1;1
28720;瀰;1;1
28721;瀱;1;1
28722;瀲;1;1
28723;瀳;1;1
28724;瀴;1;1
28725;瀵;1;1
28726;瀶;1;1
28727;瀷;1;1
28728;瀸;1;1
28729;瀹;1;1
28730;瀺;1;1
28731;瀻;1;1
28732;瀼;1;1
28733;瀽;1;1
28734;瀾;1;1
28735;瀿;1;1
28736;灀;1;1
28737;灁;1;1
28738;灂;1;1
28739;灃;1;1
28740;灄;1;1
28741;灅;1;1
28742;灆;1;1
28743;灇;1;1
28744;灈;1;1
28745;灉;1;1
28746;灊;1;1
28747;灋;1;1
28748;灌;1;1
28749;灍;1;1
28750;灎;1;1
28751;灏;1;1
28752;灐;1;1
28753;灑;1;1
28754;灒;1;1
28755;灓;1;1
28756;灔;1;1
28757;灕;1;1
28758;灖;1;1
28759;灗;1;1
28760;灘;1;1
28761;灙;1;1
28762;灚;1;1
28763;灛;1;1
28764;灜;1;1
28765;灝;1;1
28766;灞;1;1
28767;灟;1;1
28768;灠;1;1
28769;灡;1;1
28770;灢;1;1
28771;灣;1;1
28772;灤;1;1
28773;灥;1;1
28774;灦;1;1
28775;灧;1;1
28776;灨;1;1
28777;灩;1;1
28778;灪;1;1
28779;火;1;1
28780;灬;1;1
28781;灭;1;1
28782;灮;1;1
28783;灯;1;1
28784;灰;1;1
28785;灱;1;1
28786;灲;1;1
28787;灳;1;1
28788;灴;1;1
28789;灵;1;1
28790;灶;1;1
28791;灷;1;1
28792;灸;1;1
28793;灹;1;1
28794;灺;1;1
28795;灻;1;1
28796;灼;1;1
28797;災;1;1
28798;灾;1;1
28799;灿;1;1
28800;炀;1;1
28801;炁;1;1
28802;炂;1;1
28803;炃;1;1
28804;炄;1;1
28805;炅;1;1
28806;炆;1;1
28807;炇;1;1
28808;炈;1;1
28809;炉;1;1
28810;炊;1;1
28811;炋;1;1
28812;炌;1;1
28813;炍;1;1
28814;炎;1;1
28815;炏;1;1
28816;炐;1;1
28817;炑;1;1
28818;炒;1;1
28819;炓;1;1
28820;炔;1;1
28821;炕;1;1
28822;炖;1;1
28823;炗;1;1
28824;炘;1;1
28825;炙;1;1
28826;炚;1;1
28827;炛;1;1
28828;炜;1;1
28829;炝;1;1
28830;炞;1;1
28831;炟;1;1
28832;炠;1;1
28833;炡;1;1
28834;炢;1;1
28835;炣;1;1
28836;炤;1;1
28837;炥;1;1
28838;炦;1;1
28839;炧;1;1
28840;炨;1;1
28841;炩;1;1
28842;炪;1;1
28843;炫;1;1
28844;炬;1;1
28845;炭;1;1
28846;炮;1;1
28847;炯;1;1
28848;炰;1;1
28849;炱;1;1
28850;炲;1;1
28851;炳;1;1
28852;炴;1;1
28853;炵;1;1
28854;炶;1;1
28855;炷;1;1
28856;炸;1;1
28857;点;1;1
28858;為;1;1
28859;炻;1;1
28860;炼;1;1
28861;炽;1;1
28862;炾;1;1
28863;炿;1;1
28864;烀;1;1
28865;烁;1;1
28866;烂;1;1
28867;烃;1;1
28868;烄;1;1
28869;烅;1;1
28870;烆;1;1
28871;烇;1;1
28872;烈;1;1
28873;烉;1;1
28874;烊;1;1
28875;烋;1;1
28876;烌;1;1
28877;烍;1;1
28878;烎;1;1
28879;烏;1;1
28880;烐;1;1
28881;烑;1;1
28882;烒;1;1
28883;烓;1;1
28884;烔;1;1
28885;烕;1;1
28886;烖;1;1
28887;烗;1;1
28888;烘;1;1
28889;烙;1;1
28890;烚;1;1
28891;烛;1;1
28892;烜;1;1
28893;烝;1;1
28894;烞;1;1
28895;烟;1;1
28896;烠;1;1
28897;烡;1;1
28898;烢;1;1
28899;烣;1;1
28900;烤;1;1
28901;烥;1;1
28902;烦;1;1
28903;烧;1;1
28904;烨;1;1
28905;烩;1;1
28906;烪;1;1
28907;烫;1;1
28908;烬;1;1
28909;热;1;1
28910;烮;1;1
28911;烯;1;1
28912;烰;1;1
28913;烱;1;1
28914;烲;1;1
28915;烳;1;1
28916;烴;1;1
28917;烵;1;1
28918;烶;1;1
28919;烷;1;1
28920;烸;1;1
28921;烹;1;1
28922;烺;1;1
28923;烻;1;1
28924;烼;1;1
28925;烽;1;1
28926;烾;1;1
28927;烿;1;1
28928;焀;1;1
28929;焁;1;1
28930;焂;1;1
28931;焃;1;1
28932;焄;1;1
28933;焅;1;1
28934;焆;1;1
28935;焇;1;1
28936;焈;1;1
28937;焉;1;1
28938;焊;1;1
28939;焋;1;1
28940;焌;1;1
28941;焍;1;1
28942;焎;1;1
28943;焏;1;1
28944;焐;1;1
28945;焑;1;1
28946;焒;1;1
28947;焓;1;1
28948;焔;1;1
28949;焕;1;1
28950;焖;1;1
28951;焗;1;1
28952;焘;1;1
28953;焙;1;1
28954;焚;1;1
28955;焛;1;1
28956;焜;1;1
28957;焝;1;1
28958;焞;1;1
28959;焟;1;1
28960;焠;1;1
28961;無;1;1
28962;焢;1;1
28963;焣;1;1
28964;焤;1;1
28965;焥;1;1
28966;焦;1;1
28967;焧;1;1
28968;焨;1;1
28969;焩;1;1
28970;焪;1;1
28971;焫;1;1
28972;焬;1;1
28973;焭;1;1
28974;焮;1;1
28975;焯;1;1
28976;焰;1;1
28977;焱;1;1
28978;焲;1;1
28979;焳;1;1
28980;焴;1;1
28981;焵;1;1
28982;然;1;1
28983;焷;1;1
28984;焸;1;1
28985;焹;1;1
28986;焺;1;1
28987;焻;1;1
28988;焼;1;1
28989;焽;1;1
28990;焾;1;1
28991;焿;1;1
28992;煀;1;1
28993;煁;1;1
28994;煂;1;1
28995;煃;1;1
28996;煄;1;1
28997;煅;1;1
28998;煆;1;1
28999;煇;1;1
29000;煈;1;1
29001;煉;1;1
29002;煊;1;1
29003;煋;1;1
29004;煌;1;1
29005;煍;1;1
29006;煎;1;1
29007;煏;1;1
29008;煐;1;1
29009;煑;1;1
29010;煒;1;1
29011;煓;1;1
29012;煔;1;1
29013;煕;1;1
29014;煖;1;1
29015;煗;1;1
29016;煘;1;1
29017;煙;1;1
29018;煚;1;1
29019;煛;1;1
29020;煜;1;1
29021;煝;1;1
29022;煞;1;1
29023;煟;1;1
29024;煠;1;1
29025;煡;1;1
29026;煢;1;1
29027;煣;1;1
29028;煤;1;1
29029;煥;1;1
29030;煦;1;1
29031;照;1;1
29032;煨;1;1
29033;煩;1;1
29034;煪;1;1
29035;煫;1;1
29036;煬;1;1
29037;煭;1;1
29038;煮;1;1
29039;煯;1;1
29040;煰;1;1
29041;煱;1;1
29042;煲;1;1
29043;煳;1;1
29044;煴;1;1
29045;煵;1;1
29046;煶;1;1
29047;煷;1;1
29048;煸;1;1
29049;煹;1;1
29050;煺;1;1
29051;煻;1;1
29052;煼;1;1
29053;煽;1;1
29054;煾;1;1
29055;煿;1;1
29056;熀;1;1
29057;熁;1;1
29058;熂;1;1
29059;熃;1;1
29060;熄;1;1
29061;熅;1;1
29062;熆;1;1
29063;熇;1;1
29064;熈;1;1
29065;熉;1;1
29066;熊;1;1
29067;熋;1;1
29068;熌;1;1
29069;熍;1;1
29070;熎;1;1
29071;熏;1;1
29072;熐;1;1
29073;熑;1;1
29074;熒;1;1
29075;熓;1;1
29076;熔;1;1
29077;熕;1;1
29078;熖;1;1
29079;熗;1;1
29080;熘;1;1
29081;熙;1;1
29082;熚;1;1
29083;熛;1;1
29084;熜;1;1
29085;熝;1;1
29086;熞;1;1
29087;熟;1;1
29088;熠;1;1
29089;熡;1;1
29090;熢;1;1
29091;熣;1;1
29092;熤;1;1
29093;熥;1;1
29094;熦;1;1
29095;熧;1;1
29096;熨;1;1
29097;熩;1;1
29098;熪;1;1
29099;熫;1;1
29100;熬;1;1
29101;熭;1;1
29102;熮;1;1
29103;熯;1;1
29104;熰;1;1
29105;熱;1;1
29106;熲;1;1
29107;熳;1;1
29108;熴;1;1
29109;熵;1;1
29110;熶;1;1
29111;熷;1;1
29112;熸;1;1
29113;熹;1;1
29114;熺;1;1
29115;熻;1;1
29116;熼;1;1
29117;熽;1;1
29118;熾;1;1
29119;熿;1;1
29120;燀;1;1
29121;燁;1;1
29122;燂;1;1
29123;燃;1;1
29124;燄;1;1
29125;燅;1;1
29126;燆;1;1
29127;燇;1;1
29128;燈;1;1
29129;燉;1;1
29130;燊;1;1
29131;燋;1;1
29132;燌;1;1
29133;燍;1;1
29134;燎;1;1
29135;燏;1;1
29136;燐;1;1
29137;燑;1;1
29138;燒;1;1
29139;燓;1;1
29140;燔;1;1
29141;燕;1;1
29142;燖;1;1
29143;燗;1;1
29144;燘;1;1
29145;燙;1;1
29146;燚;1;1
29147;燛;1;1
29148;燜;1;1
29149;燝;1;1
29150;燞;1;1
29151;營;1;1
29152;燠;1;1
29153;燡;1;1
29154;燢;1;1
29155;燣;1;1
29156;燤;1;1
29157;燥;1;1
29158;燦;1;1
29159;燧;1;1
29160;燨;1;1
29161;燩;1;1
29162;燪;1;1
29163;燫;1;1
29164;燬;1;1
29165;燭;1;1
29166;燮;1;1
29167;燯;1;1
29168;燰;1;1
29169;燱;1;1
29170;燲;1;1
29171;燳;1;1
29172;燴;1;1
29173;燵;1;1
29174;燶;1;1
29175;燷;1;1
29176;燸;1;1
29177;燹;1;1
29178;燺;1;1
29179;燻;1;1
29180;燼;1;1
29181;燽;1;1
29182;燾;1;1
29183;燿;1;1
29184;爀;1;1
29185;爁;1;1
29186;爂;1;1
29187;爃;1;1
29188;爄;1;1
29189;爅;1;1
29190;爆;1;1
29191;爇;1;1
29192;爈;1;1
29193;爉;1;1
29194;爊;1;1
29195;爋;1;1
29196;爌;1;1
29197;爍;1;1
29198;爎;1;1
29199;爏;1;1
29200;爐;1;1
29201;爑;1;1
29202;爒;1;1
29203;爓;1;1
29204;爔;1;1
29205;爕;1;1
29206;爖;1;1
29207;爗;1;1
29208;爘;1;1
29209;爙;1;1
29210;爚;1;1
29211;爛;1;1
29212;爜;1;1
29213;爝;1;1
29214;爞;1;1
29215;爟;1;1
29216;爠;1;1
29217;爡;1;1
29218;爢;1;1
29219;爣;1;1
29220;爤;1;1
29221;爥;1;1
29222;爦;1;1
29223;爧;1;1
29224;爨;1;1
29225;爩;1;1
29226;爪;1;1
29227;爫;1;1
29228;爬;1;1
29229;爭;1;1
29230;爮;1;1
29231;爯;1;1
29232;爰;1;1
29233;爱;1;1
29234;爲;1;1
29235;爳;1;1
29236;爴;1;1
29237;爵;1;1
29238;父;1;1
29239;爷;1;1
29240;爸;1;1
29241;爹;1;1
29242;爺;1;1
29243;爻;1;1
29244;爼;1;1
29245;爽;1;1
29246;爾;1;1
29247;爿;1;1
29248;牀;1;1
29249;牁;1;1
29250;牂;1;1
29251;牃;1;1
29252;牄;1;1
29253;牅;1;1
29254;牆;1;1
29255;片;1;1
29256;版;1;1
29257;牉;1;1
29258;牊;1;1
29259;牋;1;1
29260;牌;1;1
29261;牍;1;1
29262;牎;1;1
29263;牏;1;1
29264;牐;1;1
29265;牑;1;1
29266;牒;1;1
29267;牓;1;1
29268;牔;1;1
29269;牕;1;1
29270;牖;1;1
29271;牗;1;1
29272;牘;1;1
29273;牙;1;1
29274;牚;1;1
29275;牛;1;1
29276;牜;1;1
29277;牝;1;1
29278;牞;1;1
29279;牟;1;1
29280;牠;1;1
29281;牡;1;1
29282;牢;1;1
29283;牣;1;1
29284;牤;1;1
29285;牥;1;1
29286;牦;1;1
29287;牧;1;1
29288;牨;1;1
29289;物;1;1
29290;牪;1;1
29291;牫;1;1
29292;牬;1;1
29293;牭;1;1
29294;牮;1;1
29295;牯;1;1
29296;牰;1;1
29297;牱;1;1
29298;牲;1;1
29299;牳;1;1
29300;牴;1;1
29301;牵;1;1
29302;牶;1;1
29303;牷;1;1
29304;牸;1;1
29305;特;1;1
29306;牺;1;1
29307;牻;1;1
29308;牼;1;1
29309;牽;1;1
29310;牾;1;1
29311;牿;1;1
29312;犀;1;1
29313;犁;1;1
29314;犂;1;1
29315;犃;1;1
29316;犄;1;1
29317;犅;1;1
29318;犆;1;1
29319;犇;1;1
29320;犈;1;1
29321;犉;1;1
29322;犊;1;1
29323;犋;1;1
29324;犌;1;1
29325;犍;1;1
29326;犎;1;1
29327;犏;1;1
29328;犐;1;1
29329;犑;1;1
29330;犒;1;1
29331;犓;1;1
29332;犔;1;1
29333;犕;1;1
29334;犖;1;1
29335;犗;1;1
29336;犘;1;1
29337;犙;1;1
29338;犚;1;1
29339;犛;1;1
29340;犜;1;1
29341;犝;1;1
29342;犞;1;1
29343;犟;1;1
29344;犠;1;1
29345;犡;1;1
29346;犢;1;1
29347;犣;1;1
29348;犤;1;1
29349;犥;1;1
29350;犦;1;1
29351;犧;1;1
29352;犨;1;1
29353;犩;1;1
29354;犪;1;1
29355;犫;1;1
29356;犬;1;1
29357;犭;1;1
29358;犮;1;1
29359;犯;1;1
29360;犰;1;1
29361;犱;1;1
29362;犲;1;1
29363;犳;1;1
29364;犴;1;1
29365;犵;1;1
29366;状;1;1
29367;犷;1;1
29368;犸;1;1
29369;犹;1;1
29370;犺;1;1
29371;犻;1;1
29372;犼;1;1
29373;犽;1;1
29374;犾;1;1
29375;犿;1;1
29376;狀;1;1
29377;狁;1;1
29378;狂;1;1
29379;狃;1;1
29380;狄;1;1
29381;狅;1;1
29382;狆;1;1
29383;狇;1;1
29384;狈;1;1
29385;狉;1;1
29386;狊;1;1
29387;狋;1;1
29388;狌;1;1
29389;狍;1;1
29390;狎;1;1
29391;狏;1;1
29392;狐;1;1
29393;狑;1;1
29394;狒;1;1
29395;狓;1;1
29396;狔;1;1
29397;狕;1;1
29398;狖;1;1
29399;狗;1;1
29400;狘;1;1
29401;狙;1;1
29402;狚;1;1
29403;狛;1;1
29404;狜;1;1
29405;狝;1;1
29406;狞;1;1
29407;狟;1;1
29408;狠;1;1
29409;狡;1;1
29410;狢;1;1
29411;狣;1;1
29412;狤;1;1
29413;狥;1;1
29414;狦;1;1
29415;狧;1;1
29416;狨;1;1
29417;狩;1;1
29418;狪;1;1
29419;狫;1;1
29420;独;1;1
29421;狭;1;1
29422;狮;1;1
29423;狯;1;1
29424;狰;1;1
29425;狱;1;1
29426;狲;1;1
29427;狳;1;1
29428;狴;1;1
29429;狵;1;1
29430;狶;1;1
29431;狷;1;1
29432;狸;1;1
29433;狹;1;1
29434;狺;1;1
29435;狻;1;1
29436;狼;1;1
29437;狽;1;1
29438;狾;1;1
29439;狿;1;1
29440;猀;1;1
29441;猁;1;1
29442;猂;1;1
29443;猃;1;1
29444;猄;1;1
29445;猅;1;1
29446;猆;1;1
29447;猇;1;1
29448;猈;1;1
29449;猉;1;1
29450;猊;1;1
29451;猋;1;1
29452;猌;1;1
29453;猍;1;1
29454;猎;1;1
29455;猏;1;1
29456;猐;1;1
29457;猑;1;1
29458;猒;1;1
29459;猓;1;1
29460;猔;1;1
29461;猕;1;1
29462;猖;1;1
29463;猗;1;1
29464;猘;1;1
29465;猙;1;1
29466;猚;1;1
29467;猛;1;1
29468;猜;1;1
29469;猝;1;1
29470;猞;1;1
29471;猟;1;1
29472;猠;1;1
29473;猡;1;1
29474;猢;1;1
29475;猣;1;1
29476;猤;1;1
29477;猥;1;1
29478;猦;1;1
29479;猧;1;1
29480;猨;1;1
29481;猩;1;1
29482;猪;1;1
29483;猫;1;1
29484;猬;1;1
29485;猭;1;1
29486;献;1;1
29487;猯;1;1
29488;猰;1;1
29489;猱;1;1
29490;猲;1;1
29491;猳;1;1
29492;猴;1;1
29493;猵;1;1
29494;猶;1;1
29495;猷;1;1
29496;猸;1;1
29497;猹;1;1
29498;猺;1;1
29499;猻;1;1
29500;猼;1;1
29501;猽;1;1
29502;猾;1;1
29503;猿;1;1
29504;獀;1;1
29505;獁;1;1
29506;獂;1;1
29507;獃;1;1
29508;獄;1;1
29509;獅;1;1
29510;獆;1;1
29511;獇;1;1
29512;獈;1;1
29513;獉;1;1
29514;獊;1;1
29515;獋;1;1
29516;獌;1;1
29517;獍;1;1
29518;獎;1;1
29519;獏;1;1
29520;獐;1;1
29521;獑;1;1
29522;獒;1;1
29523;獓;1;1
29524;獔;1;1
29525;獕;1;1
29526;獖;1;1
29527;獗;1;1
29528;獘;1;1
29529;獙;1;1
29530;獚;1;1
29531;獛;1;1
29532;獜;1;1
29533;獝;1;1
29534;獞;1;1
29535;獟;1;1
29536;獠;1;1
29537;獡;1;1
29538;獢;1;1
29539;獣;1;1
29540;獤;1;1
29541;獥;1;1
29542;獦;1;1
29543;獧;1;1
29544;獨;1;1
29545;獩;1;1
29546;獪;1;1
29547;獫;1;1
29548;獬;1;1
29549;獭;1;1
29550;獮;1;1
29551;獯;1;1
29552;獰;1;1
29553;獱;1;1
29554;獲;1;1
29555;獳;1;1
29556;獴;1;1
29557;獵;1;1
29558;獶;1;1
29559;獷;1;1
29560;獸;1;1
29561;獹;1;1
29562;獺;1;1
29563;獻;1;1
29564;獼;1;1
29565;獽;1;1
29566;獾;1;1
29567;獿;1;1
29568;玀;1;1
29569;玁;1;1
29570;玂;1;1
29571;玃;1;1
29572;玄;1;1
29573;玅;1;1
29574;玆;1;1
29575;率;1;1
29576;玈;1;1
29577;玉;1;1
29578;玊;1;1
29579;王;1;1
29580;玌;1;1
29581;玍;1;1
29582;玎;1;1
29583;玏;1;1
29584;玐;1;1
29585;玑;1;1
29586;玒;1;1
29587;玓;1;1
29588;玔;1;1
29589;玕;1;1
29590;玖;1;1
29591;玗;1;1
29592;玘;1;1
29593;玙;1;1
29594;玚;1;1
29595;玛;1;1
29596;玜;1;1
29597;玝;1;1
29598;玞;1;1
29599;玟;1;1
29600;玠;1;1
29601;玡;1;1
29602;玢;1;1
29603;玣;1;1
29604;玤;1;1
29605;玥;1;1
29606;玦;1;1
29607;玧;1;1
29608;玨;1;1
29609;玩;1;1
29610;玪;1;1
29611;玫;1;1
29612;玬;1;1
29613;玭;1;1
29614;玮;1;1
29615;环;1;1
29616;现;1;1
29617;玱;1;1
29618;玲;1;1
29619;玳;1;1
29620;玴;1;1
29621;玵;1;1
29622;玶;1;1
29623;玷;1;1
29624;玸;1;1
29625;玹;1;1
29626;玺;1;1
29627;玻;1;1
29628;玼;1;1
29629;玽;1;1
29630;玾;1;1
29631;玿;1;1
29632;珀;1;1
29633;珁;1;1
29634;珂;1;1
29635;珃;1;1
29636;珄;1;1
29637;珅;1;1
29638;珆;1;1
29639;珇;1;1
29640;珈;1;1
29641;珉;1;1
29642;珊;1;1
29643;珋;1;1
29644;珌;1;1
29645;珍;1;1
29646;珎;1;1
29647;珏;1;1
29648;珐;1;1
29649;珑;1;1
29650;珒;1;1
29651;珓;1;1
29652;珔;1;1
29653;珕;1;1
29654;珖;1;1
29655;珗;1;1
29656;珘;1;1
29657;珙;1;1
29658;珚;1;1
29659;珛;1;1
29660;珜;1;1
29661;珝;1;1
29662;珞;1;1
29663;珟;1;1
29664;珠;1;1
29665;珡;1;1
29666;珢;1;1
29667;珣;1;1
29668;珤;1;1
29669;珥;1;1
29670;珦;1;1
29671;珧;1;1
29672;珨;1;1
29673;珩;1;1
29674;珪;1;1
29675;珫;1;1
29676;珬;1;1
29677;班;1;1
29678;珮;1;1
29679;珯;1;1
29680;珰;1;1
29681;珱;1;1
29682;珲;1;1
29683;珳;1;1
29684;珴;1;1
